Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type
25.9128625,-80.13784067,41:10.1,1/30/21,3,0.599,327.21,-7.056832712,1.9,142,132.97,0.98,-1.58,21.5,0.05,3.41,3.47,88,20,479,16,-1.2,D,1536.7,0,12.355,2,0,128,175.33,-80.13783061,25.91275176,0,0,1,N,10.59908,63,63,11,250,250,236.4319,0,9999.99,3.42,3.547,2,9,21.3,0,21.29999924,35.32,1525.35354,1/30/21,12:20:03,21.74,53.43,35.32,1.143,8.51,-88.1,-2.6,-7.6,-1697,99.4,7.11,12.7,
25.9128625,-80.13784067,41:11.1,1/30/21,3,0.599,327.21,-7.056832712,1.9,140.7,131.75,0.78,-3.3,21.5,0.06,3.41,3.47,88,22,479,16,-1.3,D,1427.8,1,45.649,2,0,174,143.84,-80.13757133,25.91253107,0,0,1,N,8.252657,62,62,11,221,221,155.306,0,9999.99,3.42,3.547,2,9,21.3,0,21.29999924,35.34,1525.37437,1/30/21,12:20:04,21.74,53.44,35.34,1.124,8.5,-87.7,-3.6,-3.9,-3936,99.1,7.09,12.8,
25.9128625,-80.13784067,41:12.1,1/30/21,3,0.599,327.21,-7.056832712,1.9,138.4,129.59,1.79,5.34,21.6,0.06,3.42,3.49,88,22,479,16,-1.3,D,1427.8,1,45.649,2,0,174,143.84,-80.13757133,25.91253107,0,0,1,N,8.252657,69,69,11,230,230,155.306,0,9999.99,3.44,3.567,2,9,21.3,0,21.29999924,35.33,1525.36443,1/30/21,12:20:06,21.75,53.43,35.33,1.143,8.46,-85.3,-3,-4.4,-3522,98.7,7.06,12.7,
25.91279636,-80.13780803,41:13.1,1/30/21,3,1.163,327.21,-7.056832712,1.9,140.7,131.75,1.98,0.74,21.5,0.05,3.43,3.48,88,22,479,16,-1.3,D,1427.8,1,37.825,2,0.29,174,141.25,-80.13757133,25.91253107,0,0,1,N,8.252657,65,65,11,179,179,155.306,0,9999.99,3.44,3.567,2,9,21.3,0,21.29999924,35.39,1525.43092,1/30/21,12:20:07,21.75,53.51,35.39,1.174,8.5,-87.6,-2.7,-5,-913,98.4,7.04,12.7,
25.9127891,-80.13780303,41:14.1,1/30/21,4,0.973,327.21,-7.056832712,6.93,146.5,137.2,1,3.81,21.5,0.02,3.41,3.43,88,22,479,16,-1.3,D,1427.8,1,36.881,2,0.59,174,141.07,-80.13757133,25.91253107,0,0,1,N,4.913169,64,64,11,225,225,161.1553,0,9999.99,3.42,3.547,2,9,21.3,0,21.29999924,35.39,1525.43092,1/30/21,12:20:07,21.75,53.51,35.39,1.174,8.5,-87.6,-2.7,-5,-913,98.4,7.04,12.7,
25.91278683,-80.13780082,41:15.1,1/30/21,4,0.973,327.21,-7.056832712,6.95,151.5,141.95,1.51,2.51,21.5,0.02,3.43,3.45,88,38,479,15.9,-2.4,D,827.2,1,36.546,2,0.89,174,141.09,-80.13757133,25.91253107,0,0,1,N,4.890069,66,66,11,208,208,162.2726,0,9999.99,3.44,3.567,2,9,21.4,0,21.29999924,35.51,1525.56049,1/30/21,12:20:08,21.76,53.67,35.51,1.127,8.54,-89.8,-3.1,-2.1,-5855,98.2,7.02,12.6,
25.91278318,-80.13779812,41:16.1,1/30/21,4,0.973,327.21,-7.056832712,6.96,157.5,147.68,1.51,1.29,21.5,0.03,3.52,3.54,88,38,479,15.9,-2.4,D,827.2,1,36.061,2,1.11,174,141.02,-80.13757133,25.91253107,0,0,1,N,4.789172,66,66,11,192,192,163.8145,0,9999.99,3.53,3.657,2,9,21.4,0,21.39999962,36.16,1526.54829,1/30/21,12:20:09,21.76,54.54,36.16,1.166,8.46,-85,-1.9,-6.4,-4322,98.1,6.98,12.5,
25.91277882,-80.13779543,41:17.1,1/30/21,4,0.973,327.21,-7.056832712,6.98,162.1,152.13,1.9,1.54,21.5,0.02,3.43,3.45,88,38,479,15.9,-2.4,D,827.2,1,35.515,2,1.29,174,140.87,-80.13757133,25.91253107,0,0,1,N,4.627212,70,70,11,173,173,163.4934,0,9999.99,3.45,3.577,2,9,21.4,0,21.39999962,36.16,1526.54751,1/30/21,12:20:11,21.77,54.55,36.16,1.149,8.54,-90,-3.2,-2.6,-1909,97.7,6.95,12.6,
25.91277273,-80.13779226,41:18.1,1/30/21,4,0.973,327.21,-7.056832712,7,166.3,156.21,1.46,2.06,21.5,0.01,3.46,3.47,88,38,479,15.9,-2.3,D,835.1,1,34.79,2,1.46,174,140.57,-80.13757133,25.91253107,0,0,1,N,4.360314,66,66,11,150,150,162.0131,0,9999.99,3.47,3.597,2,9,21.4,0,21.39999962,36.16,1526.54751,1/30/21,12:20:11,21.77,54.55,36.16,1.149,8.54,-90,-3.2,-2.6,-1909,97.7,6.95,12.6,
25.91276636,-80.13778912,41:19.2,1/30/21,4,0.973,327.21,-7.056832712,7.02,168.1,157.97,1.42,2.45,21.5,0.01,3.51,3.52,88,38,479,15.9,-2.3,D,835.1,1,34.044,2,1.55,174,140.22,-80.13757133,25.91253107,0,0,1,N,4.071355,66,66,11,137,137,160.3929,0,9999.99,3.52,3.647,2,9,21.4,0,21.39999962,36.16,1526.54695,1/30/21,12:20:12,21.77,54.55,36.16,1.161,8.46,-85.1,-2.6,0.8,-1594,97.6,6.95,12.7,
