Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type
25.91276167,-80.13790517,35:53.8,1/30/21,7,0.156,337.62,-7.056775915,1.3,162.2,152.22,0.78,-3.52,23.5,0,1.65,1.65,79,21,427.3,15.6,-1.3,D,1289.2,0,7.538,2,0.09,128,98.4,-80.13783061,25.91275176,0,0,1,N,4.507924,60,60,11,250,250,320.0552,0,9999.99,1.65,1.777,0,0,22.4,0,22.39999962,35.93,1528.90186,1/30/21,14:14:49,21.83,54.24,35.93,1.116,8.43,-83.5,-4.8,-3,-4408,88.1,6.27,13.3,
25.91276084,-80.13790587,35:54.8,1/30/21,7,0.271,337.62,-7.056775915,1.3,162.5,152.51,0.55,-1.47,23.5,0,1.63,1.64,79,21,427.3,15.6,-1.3,D,1278.9,1,42.098,2,0.02,174,127.37,-80.13757133,25.91253107,0,0,1,N,3.873576,60,60,11,5,5,117.7225,0,9999.99,1.64,1.767,2,9,22.4,0,22.39999962,35.92,1528.89089,1/30/21,14:14:51,21.83,54.23,35.92,1.151,8.43,-83.7,-3.8,-6.7,-3017,88.1,6.27,13.1,
25.91276034,-80.13790636,35:55.8,1/30/21,7,0.082,337.62,-7.056775915,1.3,160,150.09,2.98,3.19,23.5,0,1.64,1.65,79,21,427.3,15.6,-1.3,D,1278.9,1,42.104,2,0.01,174,127.26,-80.13757133,25.91253107,0,0,1,N,4.51422,75,75,11,5,5,118.2804,0,9999.99,1.65,1.777,2,9,22.4,0,22.39999962,35.92,1528.89089,1/30/21,14:14:51,21.83,54.23,35.92,1.151,8.43,-83.7,-3.8,-6.7,-3017,88.1,6.27,13.1,
25.91275801,-80.13790627,35:56.8,1/30/21,7,0.646,337.62,-7.056775915,1.3,162.4,152.42,-0.59,-3.68,23.5,0.01,1.8,1.81,79,26,427.3,15.6,-1.7,D,1045.8,1,41.94,2,0.16,174,126.99,-80.13757133,25.91253107,0,0,1,N,4.693774,53,53,11,5,5,117.4994,0,9999.99,1.81,1.937,2,9,22.4,0,22.39999962,35.89,1528.85813,1/30/21,14:14:52,21.83,54.18,35.89,1.103,8.43,-83.5,-3.9,-3.5,-3584,88.1,6.27,13.3,
25.91275561,-80.13790734,35:57.8,1/30/21,7,0.217,337.62,-7.056775915,1.3,164.4,154.36,1.59,3.14,23.5,0,1.59,1.59,79,26,427.3,15.6,-1.7,D,1045.8,1,41.866,2,0.25,174,126.61,-80.13757133,25.91253107,0,0,1,N,4.959149,61,61,11,5,5,116.5198,0,9999.99,1.58,1.707,2,9,22.4,0,22.39999962,35.88,1528.84699,1/30/21,14:14:54,21.83,54.18,35.88,1.155,8.43,-83.7,-4.6,-3.3,-3239,88,6.27,13.3,
25.91275198,-80.13790632,35:58.8,1/30/21,7,0.739,337.62,-7.056775915,1.3,164.4,154.36,1.5,-2.93,23.6,0.01,1.7,1.71,79,26,427.3,15.6,-1.7,D,1045.8,1,41.544,2,0.39,174,126.25,-80.13757133,25.91253107,0,0,1,N,5.175798,66,66,11,5,5,115.3592,0,9999.99,1.72,1.847,2,9,22.4,0,22.39999962,35.88,1528.84699,1/30/21,14:14:54,21.83,54.18,35.88,1.155,8.43,-83.7,-4.6,-3.3,-3239,88,6.27,13.3,
25.91274732,-80.13790468,35:59.8,1/30/21,6,0.924,337.62,-7.056775915,1.35,164.2,154.16,0.24,0.08,23.6,0.01,1.62,1.62,79,39,427.3,15.5,-2.5,D,697.8,1,41.107,2,0.69,174,125.8,-80.13757133,25.91253107,0,0,1,N,5.433321,58,58,11,5,5,113.828,0,9999.99,1.62,1.747,2,9,22.4,0,22.39999962,35.85,1528.81425,1/30/21,14:14:55,21.82,54.13,35.85,1.128,8.43,-83.4,-4.4,-3,-3909,88.1,6.27,13.1,
25.91274142,-80.13790129,36:00.8,1/30/21,7,1.303,337.62,-7.056775915,1.3,157.8,147.97,1.37,3.01,23.5,0,1.8,1.81,79,39,427.3,15.5,-2.5,D,697.8,1,40.449,2,0.96,174,125.33,-80.13757133,25.91253107,0,0,1,N,5.680988,65,65,11,5,5,111.8121,0,9999.99,1.81,1.937,2,9,22.4,0,22.39999962,35.89,1528.85774,1/30/21,14:14:57,21.81,54.19,35.89,1.118,8.43,-83.3,-3.1,-3.4,-2099,88.1,6.27,13.3,
25.91273457,-80.13789603,36:01.8,1/30/21,7,1.664,337.62,-7.056775915,1.35,150,140.52,1.9,4.44,23.5,0.01,2.1,2.11,79,39,427.3,15.5,-2.5,D,697.8,1,39.582,2,1.18,174,124.87,-80.13757133,25.91253107,0,0,1,N,5.877317,68,68,11,5,5,109.2906,0,9999.99,2.12,2.247,2,9,22.4,0,22.39999962,35.89,1528.85774,1/30/21,14:14:57,21.81,54.19,35.89,1.118,8.43,-83.3,-3.1,-3.4,-2099,88.1,6.27,13.3,
25.91272888,-80.13788784,36:02.9,1/30/21,6,1.743,337.62,-7.056775915,1.51,143.4,134.28,2.03,4.01,23.5,0.01,2.01,2.02,79,39,427.3,15.5,-2.5,D,697.8,1,38.548,2,1.34,174,124.79,-80.13757133,25.91253107,0,0,1,N,5.785121,69,69,11,18,18,107.1149,0,9999.99,2.03,2.157,2,9,22.4,0,22.39999962,35.94,1528.91322,1/30/21,14:14:58,21.82,54.26,35.94,1.1,8.43,-83.5,-4.3,-3.2,-2718,88.1,6.27,13.3,
